incident_id,timestamp,status,threat_id,threat_name,threat_type,severity,asset_id,asset_name,asset_type,asset_owner_department,asset_vulnerability_score,employee_id,emp_name,emp_department,emp_security_training,time_to_resolve_hours,data_breached_gb,financial_impact_k,description
2959,2021-01-10 02:01:56.560393,Investigating,2,Malware,Malicious Code,6,9,Databaseadministrator Server 9,Workstation,"Engineer,materials",1,8,Alyssa Carpenter,"Administrator,CivilService",Pending,86,1.12,29.2,Threat: Malware; Type: Malicious Code; Asset: Databaseadministrator Server 9 (Workstation); User: Alyssa Carpenter; Severity: 6
2474,2021-01-10 04:16:00.560393,Resolved,1,Phishing,Social Engineering,3,47,Databaseadministrator Database 47,Workstation,"Engineer,materials",1,4,Christopher Miller,"Engineer,materials",Completed,41,3.17,150.98,Threat: Phishing; Type: Social Engineering; Asset: Databaseadministrator Database 47 (Workstation); User: Christopher Miller; Severity: 3
699,2021-01-10 15:55:58.560393,Resolved,1,Phishing,Social Engineering,3,48,Planninganddevelopmentsurveyor Cloud Storage 48,Server,Gamesdeveloper,1,4,Christopher Miller,"Engineer,materials",Completed,36,0.0,6.91,Threat: Phishing; Type: Social Engineering; Asset: Planninganddevelopmentsurveyor Cloud Storage 48 (Server); User: Christopher Miller; Severity: 3
3658,2021-01-10 18:03:55.560393,Resolved,1,Phishing,Social Engineering,3,8,"Administrator,CivilService Database 8",Cloud Storage,Planninganddevelopmentsurveyor,6,6,Jeremy Allen,Databaseadministrator,Pending,41,11.97,347.3,"Threat: Phishing; Type: Social Engineering; Asset: Administrator,CivilService Database 8 (Cloud Storage); User: Jeremy Allen; Severity: 3"
4256,2021-01-11 18:35:49.560393,Resolved,5,Insider Threat,Insider,9,8,"Administrator,CivilService Database 8",Cloud Storage,Planninganddevelopmentsurveyor,6,5,Megan Garcia,"Physicist,medical",Completed,35,85.91,2333.11,"Threat: Insider Threat; Type: Insider; Asset: Administrator,CivilService Database 8 (Cloud Storage); User: Megan Garcia; Severity: 9"
866,2021-01-11 21:48:39.560393,Resolved,1,Phishing,Social Engineering,3,12,Miningengineer Workstation 12,Database,Clinicalresearchassociate,2,4,Christopher Miller,"Engineer,materials",Completed,56,0.0,21.75,Threat: Phishing; Type: Social Engineering; Asset: Miningengineer Workstation 12 (Database); User: Christopher Miller; Severity: 3
4099,2021-01-12 08:48:47.560393,Resolved,1,Phishing,Social Engineering,3,14,Consultingcivilengineer Cloud Storage 14,Database,Miningengineer,1,8,Alyssa Carpenter,"Administrator,CivilService",Pending,41,3.56,83.29,Threat: Phishing; Type: Social Engineering; Asset: Consultingcivilengineer Cloud Storage 14 (Database); User: Alyssa Carpenter; Severity: 3
4126,2021-01-12 12:27:47.560393,Resolved,2,Malware,Malicious Code,6,41,Gamesdeveloper Database 41,Server,"Administrator,CivilService",1,6,Jeremy Allen,Databaseadministrator,Pending,141,0.0,35.08,Threat: Malware; Type: Malicious Code; Asset: Gamesdeveloper Database 41 (Server); User: Jeremy Allen; Severity: 6
2369,2021-01-12 13:46:24.560393,Resolved,1,Phishing,Social Engineering,3,50,Childpsychotherapist Server 50,Workstation,Planninganddevelopmentsurveyor,4,6,Jeremy Allen,Databaseadministrator,Pending,32,0.0,17.64,Threat: Phishing; Type: Social Engineering; Asset: Childpsychotherapist Server 50 (Workstation); User: Jeremy Allen; Severity: 3
2151,2021-01-12 22:31:21.560393,Resolved,2,Malware,Malicious Code,6,25,Gamesdeveloper Cloud Storage 25,Workstation,Electricalengineer,1,6,Jeremy Allen,Databaseadministrator,Pending,151,9.79,287.61,Threat: Malware; Type: Malicious Code; Asset: Gamesdeveloper Cloud Storage 25 (Workstation); User: Jeremy Allen; Severity: 6
2092,2021-01-14 13:30:04.560393,Resolved,1,Phishing,Social Engineering,3,21,Themeparkmanager Database 21,Cloud Storage,Purchasingmanager,3,6,Jeremy Allen,Databaseadministrator,Pending,9,0.0,23.39,Threat: Phishing; Type: Social Engineering; Asset: Themeparkmanager Database 21 (Cloud Storage); User: Jeremy Allen; Severity: 3
3009,2021-01-15 01:22:28.560393,Investigating,1,Phishing,Social Engineering,3,35,Gamesdeveloper Cloud Storage 35,Workstation,Consultingcivilengineer,5,1,John Nelson,Consultingcivilengineer,Pending,35,0.0,15.0,Threat: Phishing; Type: Social Engineering; Asset: Gamesdeveloper Cloud Storage 35 (Workstation); User: John Nelson; Severity: 3
1157,2021-01-15 10:03:58.560393,Resolved,2,Malware,Malicious Code,6,40,"Physicist,medical Database 40",Database,Consultingcivilengineer,3,3,Veronica Fitzgerald,Purchasingmanager,Completed,333,0.0,46.17,"Threat: Malware; Type: Malicious Code; Asset: Physicist,medical Database 40 (Database); User: Veronica Fitzgerald; Severity: 6"
206,2021-01-15 10:35:15.560393,Resolved,5,Insider Threat,Insider,9,3,Purchasingmanager Server 3,Server,Miningengineer,5,8,Alyssa Carpenter,"Administrator,CivilService",Pending,269,14.06,357.46,Threat: Insider Threat; Type: Insider; Asset: Purchasingmanager Server 3 (Server); User: Alyssa Carpenter; Severity: 9
1043,2021-01-15 20:41:04.560393,Resolved,3,Ransomware,Malicious Code,10,13,Databaseadministrator Cloud Storage 13,Database,Themeparkmanager,3,7,Amy Cox,Electricalengineer,Completed,1592,0.0,49.23,Threat: Ransomware; Type: Malicious Code; Asset: Databaseadministrator Cloud Storage 13 (Database); User: Amy Cox; Severity: 10
4317,2021-01-16 02:21:01.560393,Resolved,2,Malware,Malicious Code,6,10,Electricalengineer Database 10,Server,"Physicist,medical",1,9,Emily Soto,Themeparkmanager,Pending,19,2.54,110.89,Threat: Malware; Type: Malicious Code; Asset: Electricalengineer Database 10 (Server); User: Emily Soto; Severity: 6
777,2021-01-16 10:35:31.560393,Resolved,2,Malware,Malicious Code,6,23,Electricalengineer Database 23,Cloud Storage,Miningengineer,4,14,Ashley Lester,Planninganddevelopmentsurveyor,Completed,107,0.0,45.16,Threat: Malware; Type: Malicious Code; Asset: Electricalengineer Database 23 (Cloud Storage); User: Ashley Lester; Severity: 6
1589,2021-01-16 17:24:10.560393,Resolved,2,Malware,Malicious Code,6,35,Gamesdeveloper Cloud Storage 35,Workstation,Consultingcivilengineer,5,1,John Nelson,Consultingcivilengineer,Pending,145,0.0,57.44,Threat: Malware; Type: Malicious Code; Asset: Gamesdeveloper Cloud Storage 35 (Workstation); User: John Nelson; Severity: 6
1239,2021-01-16 19:04:17.560393,Resolved,1,Phishing,Social Engineering,3,47,Databaseadministrator Database 47,Workstation,"Engineer,materials",1,2,Angela Sanchez,Gamesdeveloper,Completed,37,0.0,19.57,Threat: Phishing; Type: Social Engineering; Asset: Databaseadministrator Database 47 (Workstation); User: Angela Sanchez; Severity: 3
1395,2021-01-16 19:18:47.560393,Resolved,1,Phishing,Social Engineering,3,46,Fieldseismologist Cloud Storage 46,Database,"Administrator,CivilService",5,2,Angela Sanchez,Gamesdeveloper,Completed,21,11.18,739.33,Threat: Phishing; Type: Social Engineering; Asset: Fieldseismologist Cloud Storage 46 (Database); User: Angela Sanchez; Severity: 3
2473,2021-01-16 23:27:19.560393,Closed,1,Phishing,Social Engineering,3,43,Electricalengineer Workstation 43,Workstation,Childpsychotherapist,6,8,Alyssa Carpenter,"Administrator,CivilService",Pending,44,0.0,10.35,Threat: Phishing; Type: Social Engineering; Asset: Electricalengineer Workstation 43 (Workstation); User: Alyssa Carpenter; Severity: 3
3712,2021-01-17 01:15:19.560393,Resolved,5,Insider Threat,Insider,9,24,Consultingcivilengineer Workstation 24,Cloud Storage,"Physicist,medical",6,14,Ashley Lester,Planninganddevelopmentsurveyor,Completed,179,0.0,36.92,Threat: Insider Threat; Type: Insider; Asset: Consultingcivilengineer Workstation 24 (Cloud Storage); User: Ashley Lester; Severity: 9
1660,2021-01-17 11:57:59.560393,Resolved,1,Phishing,Social Engineering,3,27,"Physicist,medical Cloud Storage 27",Cloud Storage,Themeparkmanager,3,9,Emily Soto,Themeparkmanager,Pending,38,0.0,24.03,"Threat: Phishing; Type: Social Engineering; Asset: Physicist,medical Cloud Storage 27 (Cloud Storage); User: Emily Soto; Severity: 3"
3642,2021-01-17 16:05:49.560393,Investigating,1,Phishing,Social Engineering,3,6,Fieldseismologist Cloud Storage 6,Cloud Storage,Databaseadministrator,9,6,Jeremy Allen,Databaseadministrator,Pending,51,0.0,15.08,Threat: Phishing; Type: Social Engineering; Asset: Fieldseismologist Cloud Storage 6 (Cloud Storage); User: Jeremy Allen; Severity: 3
138,2021-01-17 19:46:43.560393,Resolved,2,Malware,Malicious Code,6,45,Purchasingmanager Database 45,Database,"Engineer,materials",6,5,Megan Garcia,"Physicist,medical",Completed,31,0.0,28.09,Threat: Malware; Type: Malicious Code; Asset: Purchasingmanager Database 45 (Database); User: Megan Garcia; Severity: 6
668,2021-01-18 04:45:17.560393,Resolved,5,Insider Threat,Insider,9,40,"Physicist,medical Database 40",Database,Consultingcivilengineer,3,12,Tony Williams,"Engineer,materials",Completed,102,15.95,437.12,"Threat: Insider Threat; Type: Insider; Asset: Physicist,medical Database 40 (Database); User: Tony Williams; Severity: 9"
642,2021-01-18 15:25:39.560393,Resolved,2,Malware,Malicious Code,6,16,Databaseadministrator Workstation 16,Server,Purchasingmanager,3,1,John Nelson,Consultingcivilengineer,Pending,530,7.07,89.02,Threat: Malware; Type: Malicious Code; Asset: Databaseadministrator Workstation 16 (Server); User: John Nelson; Severity: 6
4921,2021-01-18 15:33:29.560393,Resolved,4,DoS Attack,Denial of Service,8,39,Purchasingmanager Database 39,Cloud Storage,Clinicalresearchassociate,5,2,Angela Sanchez,Gamesdeveloper,Completed,4,203.26,2126.83,Threat: DoS Attack; Type: Denial of Service; Asset: Purchasingmanager Database 39 (Cloud Storage); User: Angela Sanchez; Severity: 8
16,2021-01-19 04:02:37.560393,Resolved,2,Malware,Malicious Code,6,6,Fieldseismologist Cloud Storage 6,Cloud Storage,Databaseadministrator,9,12,Tony Williams,"Engineer,materials",Completed,31,21.91,422.84,Threat: Malware; Type: Malicious Code; Asset: Fieldseismologist Cloud Storage 6 (Cloud Storage); User: Tony Williams; Severity: 6
4389,2021-01-19 07:06:50.560393,Resolved,3,Ransomware,Malicious Code,10,5,Planninganddevelopmentsurveyor Database 5,Database,Purchasingmanager,1,13,Anita Wright,Fieldseismologist,Completed,24,5.41,177.6,Threat: Ransomware; Type: Malicious Code; Asset: Planninganddevelopmentsurveyor Database 5 (Database); User: Anita Wright; Severity: 10
3615,2021-01-20 09:14:43.560393,Resolved,1,Phishing,Social Engineering,3,36,Consultingcivilengineer Server 36,Cloud Storage,Consultingcivilengineer,4,2,Angela Sanchez,Gamesdeveloper,Completed,52,0.0,7.9,Threat: Phishing; Type: Social Engineering; Asset: Consultingcivilengineer Server 36 (Cloud Storage); User: Angela Sanchez; Severity: 3
3545,2021-01-20 13:21:11.560393,Resolved,2,Malware,Malicious Code,6,26,"Physicist,medical Cloud Storage 26",Workstation,Consultingcivilengineer,10,14,Ashley Lester,Planninganddevelopmentsurveyor,Completed,54,0.0,13.78,"Threat: Malware; Type: Malicious Code; Asset: Physicist,medical Cloud Storage 26 (Workstation); User: Ashley Lester; Severity: 6"
2720,2021-01-20 15:59:58.560393,Resolved,2,Malware,Malicious Code,6,25,Gamesdeveloper Cloud Storage 25,Workstation,Electricalengineer,1,6,Jeremy Allen,Databaseadministrator,Pending,49,0.0,39.62,Threat: Malware; Type: Malicious Code; Asset: Gamesdeveloper Cloud Storage 25 (Workstation); User: Jeremy Allen; Severity: 6
4341,2021-01-20 21:49:16.560393,Resolved,1,Phishing,Social Engineering,3,49,Electricalengineer Cloud Storage 49,Cloud Storage,Electricalengineer,3,7,Amy Cox,Electricalengineer,Completed,43,0.0,33.63,Threat: Phishing; Type: Social Engineering; Asset: Electricalengineer Cloud Storage 49 (Cloud Storage); User: Amy Cox; Severity: 3
3909,2021-01-20 23:28:46.560393,Resolved,1,Phishing,Social Engineering,3,12,Miningengineer Workstation 12,Database,Clinicalresearchassociate,2,9,Emily Soto,Themeparkmanager,Pending,7,0.0,40.4,Threat: Phishing; Type: Social Engineering; Asset: Miningengineer Workstation 12 (Database); User: Emily Soto; Severity: 3
49,2021-01-21 21:51:14.560393,Resolved,1,Phishing,Social Engineering,3,23,Electricalengineer Database 23,Cloud Storage,Miningengineer,4,2,Angela Sanchez,Gamesdeveloper,Completed,65,29.46,541.56,Threat: Phishing; Type: Social Engineering; Asset: Electricalengineer Database 23 (Cloud Storage); User: Angela Sanchez; Severity: 3
3910,2021-01-22 20:57:41.560393,Resolved,1,Phishing,Social Engineering,3,26,"Physicist,medical Cloud Storage 26",Workstation,Consultingcivilengineer,10,1,John Nelson,Consultingcivilengineer,Pending,66,0.0,12.77,"Threat: Phishing; Type: Social Engineering; Asset: Physicist,medical Cloud Storage 26 (Workstation); User: John Nelson; Severity: 3"
3252,2021-01-22 21:12:17.560393,Resolved,1,Phishing,Social Engineering,3,39,Purchasingmanager Database 39,Cloud Storage,Clinicalresearchassociate,5,1,John Nelson,Consultingcivilengineer,Pending,83,0.0,24.96,Threat: Phishing; Type: Social Engineering; Asset: Purchasingmanager Database 39 (Cloud Storage); User: John Nelson; Severity: 3
1393,2021-01-23 16:23:49.560393,Closed,4,DoS Attack,Denial of Service,8,29,Fieldseismologist Cloud Storage 29,Database,"Engineer,materials",3,9,Emily Soto,Themeparkmanager,Pending,4429,0.0,48.48,Threat: DoS Attack; Type: Denial of Service; Asset: Fieldseismologist Cloud Storage 29 (Database); User: Emily Soto; Severity: 8
1409,2021-01-24 00:23:04.560393,Closed,1,Phishing,Social Engineering,3,38,Themeparkmanager Database 38,Database,Childpsychotherapist,2,1,John Nelson,Consultingcivilengineer,Pending,16,7.18,379.65,Threat: Phishing; Type: Social Engineering; Asset: Themeparkmanager Database 38 (Database); User: John Nelson; Severity: 3
4738,2021-01-25 06:08:13.560393,Closed,2,Malware,Malicious Code,6,47,Databaseadministrator Database 47,Workstation,"Engineer,materials",1,1,John Nelson,Consultingcivilengineer,Pending,68,0.0,13.76,Threat: Malware; Type: Malicious Code; Asset: Databaseadministrator Database 47 (Workstation); User: John Nelson; Severity: 6
598,2021-01-25 06:11:38.560393,Resolved,2,Malware,Malicious Code,6,26,"Physicist,medical Cloud Storage 26",Workstation,Consultingcivilengineer,10,12,Tony Williams,"Engineer,materials",Completed,160,26.04,278.39,"Threat: Malware; Type: Malicious Code; Asset: Physicist,medical Cloud Storage 26 (Workstation); User: Tony Williams; Severity: 6"
1486,2021-01-25 10:38:23.560393,Resolved,1,Phishing,Social Engineering,3,30,Electricalengineer Cloud Storage 30,Workstation,Purchasingmanager,2,7,Amy Cox,Electricalengineer,Completed,61,0.0,11.36,Threat: Phishing; Type: Social Engineering; Asset: Electricalengineer Cloud Storage 30 (Workstation); User: Amy Cox; Severity: 3
4600,2021-01-25 17:06:57.560393,Resolved,2,Malware,Malicious Code,6,29,Fieldseismologist Cloud Storage 29,Database,"Engineer,materials",3,5,Megan Garcia,"Physicist,medical",Completed,50,0.0,20.81,Threat: Malware; Type: Malicious Code; Asset: Fieldseismologist Cloud Storage 29 (Database); User: Megan Garcia; Severity: 6
4968,2021-01-26 06:47:04.560393,Resolved,1,Phishing,Social Engineering,3,27,"Physicist,medical Cloud Storage 27",Cloud Storage,Themeparkmanager,3,1,John Nelson,Consultingcivilengineer,Pending,16,12.35,272.54,"Threat: Phishing; Type: Social Engineering; Asset: Physicist,medical Cloud Storage 27 (Cloud Storage); User: John Nelson; Severity: 3"
2509,2021-01-26 08:42:49.560393,Resolved,1,Phishing,Social Engineering,3,27,"Physicist,medical Cloud Storage 27",Cloud Storage,Themeparkmanager,3,8,Alyssa Carpenter,"Administrator,CivilService",Pending,18,0.0,14.53,"Threat: Phishing; Type: Social Engineering; Asset: Physicist,medical Cloud Storage 27 (Cloud Storage); User: Alyssa Carpenter; Severity: 3"
2018,2021-01-26 11:14:47.560393,Resolved,1,Phishing,Social Engineering,3,45,Purchasingmanager Database 45,Database,"Engineer,materials",6,8,Alyssa Carpenter,"Administrator,CivilService",Pending,4,315.11,18610.41,Threat: Phishing; Type: Social Engineering; Asset: Purchasingmanager Database 45 (Database); User: Alyssa Carpenter; Severity: 3
1227,2021-01-27 00:23:08.560393,Resolved,2,Malware,Malicious Code,6,22,Electricalengineer Cloud Storage 22,Database,"Engineer,materials",4,2,Angela Sanchez,Gamesdeveloper,Completed,100,0.0,39.96,Threat: Malware; Type: Malicious Code; Asset: Electricalengineer Cloud Storage 22 (Database); User: Angela Sanchez; Severity: 6
1308,2021-01-27 03:07:28.560393,Resolved,1,Phishing,Social Engineering,3,32,Clinicalresearchassociate Cloud Storage 32,Workstation,Databaseadministrator,4,1,John Nelson,Consultingcivilengineer,Pending,11,0.0,23.27,Threat: Phishing; Type: Social Engineering; Asset: Clinicalresearchassociate Cloud Storage 32 (Workstation); User: John Nelson; Severity: 3
81,2021-01-27 10:27:04.560393,Investigating,1,Phishing,Social Engineering,3,5,Planninganddevelopmentsurveyor Database 5,Database,Purchasingmanager,1,14,Ashley Lester,Planninganddevelopmentsurveyor,Completed,8,0.0,10.19,Threat: Phishing; Type: Social Engineering; Asset: Planninganddevelopmentsurveyor Database 5 (Database); User: Ashley Lester; Severity: 3
3547,2021-01-28 00:24:43.560393,Resolved,2,Malware,Malicious Code,6,48,Planninganddevelopmentsurveyor Cloud Storage 48,Server,Gamesdeveloper,1,8,Alyssa Carpenter,"Administrator,CivilService",Pending,20,16.11,474.09,Threat: Malware; Type: Malicious Code; Asset: Planninganddevelopmentsurveyor Cloud Storage 48 (Server); User: Alyssa Carpenter; Severity: 6
2463,2021-01-28 13:22:45.560393,Resolved,1,Phishing,Social Engineering,3,14,Consultingcivilengineer Cloud Storage 14,Database,Miningengineer,1,9,Emily Soto,Themeparkmanager,Pending,47,0.0,32.88,Threat: Phishing; Type: Social Engineering; Asset: Consultingcivilengineer Cloud Storage 14 (Database); User: Emily Soto; Severity: 3
4815,2021-01-28 16:32:00.560393,Resolved,3,Ransomware,Malicious Code,10,11,Themeparkmanager Database 11,Database,Miningengineer,1,13,Anita Wright,Fieldseismologist,Completed,314,0.0,59.9,Threat: Ransomware; Type: Malicious Code; Asset: Themeparkmanager Database 11 (Database); User: Anita Wright; Severity: 10
111,2021-01-28 18:53:42.560393,Resolved,5,Insider Threat,Insider,9,41,Gamesdeveloper Database 41,Server,"Administrator,CivilService",1,12,Tony Williams,"Engineer,materials",Completed,222,0.0,48.24,Threat: Insider Threat; Type: Insider; Asset: Gamesdeveloper Database 41 (Server); User: Tony Williams; Severity: 9
90,2021-01-29 13:17:34.560393,Resolved,1,Phishing,Social Engineering,3,36,Consultingcivilengineer Server 36,Cloud Storage,Consultingcivilengineer,4,8,Alyssa Carpenter,"Administrator,CivilService",Pending,23,0.0,13.26,Threat: Phishing; Type: Social Engineering; Asset: Consultingcivilengineer Server 36 (Cloud Storage); User: Alyssa Carpenter; Severity: 3
1196,2021-01-29 19:53:59.560393,Resolved,1,Phishing,Social Engineering,3,44,Purchasingmanager Server 44,Database,Fieldseismologist,1,1,John Nelson,Consultingcivilengineer,Pending,28,2.21,100.98,Threat: Phishing; Type: Social Engineering; Asset: Purchasingmanager Server 44 (Database); User: John Nelson; Severity: 3
3061,2021-01-30 01:45:20.560393,Resolved,2,Malware,Malicious Code,6,36,Consultingcivilengineer Server 36,Cloud Storage,Consultingcivilengineer,4,8,Alyssa Carpenter,"Administrator,CivilService",Pending,72,19.22,970.81,Threat: Malware; Type: Malicious Code; Asset: Consultingcivilengineer Server 36 (Cloud Storage); User: Alyssa Carpenter; Severity: 6
3065,2021-01-30 06:32:05.560393,Closed,1,Phishing,Social Engineering,3,23,Electricalengineer Database 23,Cloud Storage,Miningengineer,4,8,Alyssa Carpenter,"Administrator,CivilService",Pending,67,0.0,16.97,Threat: Phishing; Type: Social Engineering; Asset: Electricalengineer Database 23 (Cloud Storage); User: Alyssa Carpenter; Severity: 3
1319,2021-01-30 08:54:39.560393,Resolved,2,Malware,Malicious Code,6,26,"Physicist,medical Cloud Storage 26",Workstation,Consultingcivilengineer,10,8,Alyssa Carpenter,"Administrator,CivilService",Pending,358,91.38,1011.11,"Threat: Malware; Type: Malicious Code; Asset: Physicist,medical Cloud Storage 26 (Workstation); User: Alyssa Carpenter; Severity: 6"
4356,2021-01-30 09:52:44.560393,Closed,2,Malware,Malicious Code,6,37,Fieldseismologist Workstation 37,Database,Gamesdeveloper,3,1,John Nelson,Consultingcivilengineer,Pending,13,0.0,14.76,Threat: Malware; Type: Malicious Code; Asset: Fieldseismologist Workstation 37 (Database); User: John Nelson; Severity: 6
2594,2021-01-31 04:58:26.560393,Resolved,2,Malware,Malicious Code,6,37,Fieldseismologist Workstation 37,Database,Gamesdeveloper,3,6,Jeremy Allen,Databaseadministrator,Pending,309,0.0,17.56,Threat: Malware; Type: Malicious Code; Asset: Fieldseismologist Workstation 37 (Database); User: Jeremy Allen; Severity: 6
3845,2021-01-31 10:20:10.560393,Resolved,1,Phishing,Social Engineering,3,40,"Physicist,medical Database 40",Database,Consultingcivilengineer,3,9,Emily Soto,Themeparkmanager,Pending,11,0.0,5.46,"Threat: Phishing; Type: Social Engineering; Asset: Physicist,medical Database 40 (Database); User: Emily Soto; Severity: 3"
1212,2021-01-31 19:57:09.560393,Resolved,4,DoS Attack,Denial of Service,8,13,Databaseadministrator Cloud Storage 13,Database,Themeparkmanager,3,3,Veronica Fitzgerald,Purchasingmanager,Completed,479,0.0,42.61,Threat: DoS Attack; Type: Denial of Service; Asset: Databaseadministrator Cloud Storage 13 (Database); User: Veronica Fitzgerald; Severity: 8
942,2021-01-31 22:56:41.560393,Resolved,2,Malware,Malicious Code,6,16,Databaseadministrator Workstation 16,Server,Purchasingmanager,3,9,Emily Soto,Themeparkmanager,Pending,61,94.57,4036.21,Threat: Malware; Type: Malicious Code; Asset: Databaseadministrator Workstation 16 (Server); User: Emily Soto; Severity: 6
3764,2021-02-01 10:15:30.560393,Resolved,5,Insider Threat,Insider,9,1,Fieldseismologist Database 1,Database,Databaseadministrator,1,13,Anita Wright,Fieldseismologist,Completed,2421,0.0,36.44,Threat: Insider Threat; Type: Insider; Asset: Fieldseismologist Database 1 (Database); User: Anita Wright; Severity: 9
3625,2021-02-01 15:46:51.560393,Closed,1,Phishing,Social Engineering,3,15,Childpsychotherapist Server 15,Workstation,Childpsychotherapist,1,9,Emily Soto,Themeparkmanager,Pending,111,0.0,14.31,Threat: Phishing; Type: Social Engineering; Asset: Childpsychotherapist Server 15 (Workstation); User: Emily Soto; Severity: 3
58,2021-02-01 19:11:20.560393,Resolved,2,Malware,Malicious Code,6,30,Electricalengineer Cloud Storage 30,Workstation,Purchasingmanager,2,10,Eric Perez,Childpsychotherapist,Completed,442,0.0,11.62,Threat: Malware; Type: Malicious Code; Asset: Electricalengineer Cloud Storage 30 (Workstation); User: Eric Perez; Severity: 6
3683,2021-02-01 21:04:53.560393,Resolved,3,Ransomware,Malicious Code,10,4,Planninganddevelopmentsurveyor Server 4,Database,Miningengineer,2,1,John Nelson,Consultingcivilengineer,Pending,67,13.39,506.64,Threat: Ransomware; Type: Malicious Code; Asset: Planninganddevelopmentsurveyor Server 4 (Database); User: John Nelson; Severity: 10
3687,2021-02-01 21:12:22.560393,Resolved,1,Phishing,Social Engineering,3,25,Gamesdeveloper Cloud Storage 25,Workstation,Electricalengineer,1,9,Emily Soto,Themeparkmanager,Pending,13,1.85,49.3,Threat: Phishing; Type: Social Engineering; Asset: Gamesdeveloper Cloud Storage 25 (Workstation); User: Emily Soto; Severity: 3
4541,2021-02-02 03:01:32.560393,Resolved,1,Phishing,Social Engineering,3,31,Planninganddevelopmentsurveyor Server 31,Server,"Engineer,materials",4,10,Eric Perez,Childpsychotherapist,Completed,9,0.0,14.61,Threat: Phishing; Type: Social Engineering; Asset: Planninganddevelopmentsurveyor Server 31 (Server); User: Eric Perez; Severity: 3
991,2021-02-02 03:25:27.560393,Resolved,3,Ransomware,Malicious Code,10,40,"Physicist,medical Database 40",Database,Consultingcivilengineer,3,15,Amy Lawrence,Miningengineer,Completed,303,0.0,65.63,"Threat: Ransomware; Type: Malicious Code; Asset: Physicist,medical Database 40 (Database); User: Amy Lawrence; Severity: 10"
4047,2021-02-02 08:00:37.560393,Resolved,1,Phishing,Social Engineering,3,45,Purchasingmanager Database 45,Database,"Engineer,materials",6,10,Eric Perez,Childpsychotherapist,Completed,30,0.0,11.08,Threat: Phishing; Type: Social Engineering; Asset: Purchasingmanager Database 45 (Database); User: Eric Perez; Severity: 3
774,2021-02-02 19:02:55.560393,Resolved,1,Phishing,Social Engineering,3,42,Consultingcivilengineer Workstation 42,Database,Fieldseismologist,4,1,John Nelson,Consultingcivilengineer,Pending,53,0.0,10.67,Threat: Phishing; Type: Social Engineering; Asset: Consultingcivilengineer Workstation 42 (Database); User: John Nelson; Severity: 3
2957,2021-02-03 11:06:59.560393,Resolved,3,Ransomware,Malicious Code,10,9,Databaseadministrator Server 9,Workstation,"Engineer,materials",1,4,Christopher Miller,"Engineer,materials",Completed,130,10.75,260.42,Threat: Ransomware; Type: Malicious Code; Asset: Databaseadministrator Server 9 (Workstation); User: Christopher Miller; Severity: 10
4788,2021-02-03 15:30:00.560393,Resolved,2,Malware,Malicious Code,6,23,Electricalengineer Database 23,Cloud Storage,Miningengineer,4,14,Ashley Lester,Planninganddevelopmentsurveyor,Completed,104,88.69,2946.95,Threat: Malware; Type: Malicious Code; Asset: Electricalengineer Database 23 (Cloud Storage); User: Ashley Lester; Severity: 6
305,2021-02-03 23:29:38.560393,Resolved,1,Phishing,Social Engineering,3,21,Themeparkmanager Database 21,Cloud Storage,Purchasingmanager,3,6,Jeremy Allen,Databaseadministrator,Pending,41,38.56,932.99,Threat: Phishing; Type: Social Engineering; Asset: Themeparkmanager Database 21 (Cloud Storage); User: Jeremy Allen; Severity: 3
681,2021-02-04 12:40:40.560393,Resolved,2,Malware,Malicious Code,6,36,Consultingcivilengineer Server 36,Cloud Storage,Consultingcivilengineer,4,13,Anita Wright,Fieldseismologist,Completed,74,22.52,474.06,Threat: Malware; Type: Malicious Code; Asset: Consultingcivilengineer Server 36 (Cloud Storage); User: Anita Wright; Severity: 6
321,2021-02-05 03:45:55.560393,Resolved,2,Malware,Malicious Code,6,14,Consultingcivilengineer Cloud Storage 14,Database,Miningengineer,1,4,Christopher Miller,"Engineer,materials",Completed,77,0.0,29.87,Threat: Malware; Type: Malicious Code; Asset: Consultingcivilengineer Cloud Storage 14 (Database); User: Christopher Miller; Severity: 6
2459,2021-02-05 13:40:10.560393,Resolved,1,Phishing,Social Engineering,3,48,Planninganddevelopmentsurveyor Cloud Storage 48,Server,Gamesdeveloper,1,8,Alyssa Carpenter,"Administrator,CivilService",Pending,16,0.0,23.81,Threat: Phishing; Type: Social Engineering; Asset: Planninganddevelopmentsurveyor Cloud Storage 48 (Server); User: Alyssa Carpenter; Severity: 3
4328,2021-02-05 22:41:32.560393,Resolved,1,Phishing,Social Engineering,3,37,Fieldseismologist Workstation 37,Database,Gamesdeveloper,3,2,Angela Sanchez,Gamesdeveloper,Completed,31,8.98,140.93,Threat: Phishing; Type: Social Engineering; Asset: Fieldseismologist Workstation 37 (Database); User: Angela Sanchez; Severity: 3
2049,2021-02-07 02:08:43.560393,Resolved,4,DoS Attack,Denial of Service,8,39,Purchasingmanager Database 39,Cloud Storage,Clinicalresearchassociate,5,3,Veronica Fitzgerald,Purchasingmanager,Completed,79,54.19,1099.88,Threat: DoS Attack; Type: Denial of Service; Asset: Purchasingmanager Database 39 (Cloud Storage); User: Veronica Fitzgerald; Severity: 8
